"NCT.Number","drugs"
"NCT01205022","irinotecan hydrochloride | leucovorin calcium | fluorouracil | bevacizumab"
"NCT00896896",""
"NCT02502760",""
"NCT01030042","FOLFOX-4 | Irinotecan/Cetuximab"
"NCT00114829",""
"NCT01477866",""
"NCT00313794","CP-675,206"
"NCT00745927",""
"NCT00697047",""
"NCT01876511","MK-3475"
"NCT02195232","Isoquercetin"
"NCT00081627","CoFactor and 5FU"
"NCT02322736",""
"NCT00321100","bevacizumab | Cetuximab | Oxaliplatin | Capecitabine"
"NCT00026234","floxuridine | dexamethasone | oxaliplatin | capecitabine"
"NCT00491140",""
"NCT02624895",""
"NCT02087475","Irinotecan | 5-fluorouracil"
"NCT01126450","lenalidomide | cetuximab"
"NCT02489422",""
"NCT01269060",""
"NCT01816659","Metformin ER"
"NCT01372189",""
"NCT02485561",""
"NCT01841294","Intravenous Lidocaine | Normal saline infusion"
"NCT00398333",""
"NCT02319928",""
"NCT01356264",""
"NCT01288833",""
"NCT01320683","oxaliplatin | leucovorin calcium | fluorouracil | bevacizumab | irinotecan hydrochloride"
"NCT02602938","Aspirin"
"NCT00083785","Talaporfin sodium"
"NCT01651832",""
"NCT00903565",""
"NCT02243735","Ferrous fumarate | ferriccarboxymaltose"
"NCT01693835",""
"NCT01693861",""
"NCT00764621",""
"NCT00645710","gemcitabine hydrochloride | floxuridine"
"NCT01803282","GS-5745 | Gemcitabine | Nab-paclitaxel | Carboplatin | Pemetrexed | Leucovorin | Oxaliplatin | 5-FU | Bevacizumab | Irinotecan | Paclitaxel"
"NCT02523495",""
"NCT01924897",""
"NCT00339469",""
"NCT02188927",""
"NCT01356706",""
"NCT00578838",""
"NCT00776399",""
"NCT00599924","sunitinib + FOLFOX | sunitinib + FOLFOX | sunitinib + FOLFOX | sunitinib + FOLFOX | sunitinib + FOLFOX | sunitinib + FOLFOX | sunitinib + FOLFOX"
"NCT01052922",""
"NCT00590434",""
"NCT02482441","OMP-131R10 | FOLFIRI"
"NCT00934882","Regorafenib"
"NCT01253837","L19TNFa"
"NCT01271166","Imatinib, Fluorouracil, Oxaliplatin, Leucovorin and Bevacizumab"
"NCT01112280",""
"NCT01830621","BBI608 | Placebo"
"NCT00386828","Bevacizumab:"
"NCT02870036","Simmitecan | 5-fluorouracil and Leucovorin Calcium"
"NCT01276405",""
"NCT01828918",""
"NCT02196688","fruquintinib | placebo"
"NCT00785122","Endoxana, Leukine, IMA910 | Endoxana, Leukine, IMA910, Aldara"
"NCT00923481","Fostamatinib disodium"
"NCT01370928",""
"NCT02179489",""
"NCT02587247","TF2 antibody/68Ga-IMP-288"
"NCT00001568","2-Fluoro-2-deoxyglucose"
"NCT00788281",""
"NCT01416688",""
"NCT00460837","bowel preparation: senna & gastrofin versus picolax"
"NCT01111838","STA-9090"
"NCT02254941","Chemotherapy | Chemotherapy plus monoclonal antibody"
"NCT00828672","Oxaliplatin | Bevacizumab | Capecitabine"
"NCT02077777","Mesalazine"
"NCT00075556","capecitabine"
"NCT00336856","Cetuximab | Irinotecan"
"NCT01853774",""
"NCT00003833",""
"NCT02842294","Bevacizumab"
"NCT00165854","E7070"
"NCT01890213","AVX701"
"NCT01464593","Lyso-Thermosensitive Liposomal Doxorubicin | ThermoDox"
"NCT01526200",""
"NCT00165867","E7070"
"NCT02475889",""
"NCT01383252",""
"NCT01131078","Bevacizumab [Avastin] | Capecitabine | Irinotecan"
"NCT02138617","5-Fluorouracil | Leucovorin | Irinotecan | Bevacizumab"
"NCT02891538",""
"NCT02280278","Adjuvant chemotherapy | Cytokine-induced killer cell immunotherapy"
"NCT01675505",""
"NCT01744509",""
"NCT00101894","FOLFOX-4 | AMG 706 | Panitumumab | FOLFIRI"
"NCT02586701",""
"NCT00006269","irinotecan hydrochloride | octreotide acetate"
"NCT00006112","chemotherapy | fluorouracil | leucovorin calcium | mitomycin C"
"NCT01641458",""
"NCT02618356","Raltitrexed and S-1"
"NCT01116271","AZD6244 | Irinotecan"
"NCT01843725","capecitabine | aflibercept | Capecitabine"
"NCT02319356",""
"NCT00860691",""
"NCT00284817","MEDI-522 | MEDI-522 | MEDI-522 | MEDI-522 | MEDI-522"
"NCT01023633","Oxaliplatin, LV, 5-FU"
"NCT02129946",""
"NCT00177307","Bevacizumab | Capecitabine | Oxaliplatin"
"NCT02455128",""
"NCT00566644",""
"NCT02574013",""
"NCT01834014","Bevacizumab | Cetuximab | L-OHP | l-LV | 5-FU | 5-FU"
"NCT02419586",""
"NCT02016326",""
"NCT02604784","Pressurized IntraPeritoneal Air-flow Chemotherapy"
"NCT01826396","Irinotecan"
"NCT01617278",""
"NCT00380874","Pregabalin | Placebo"
"NCT00208260","FOLFIRI | FOLFOX-4 | FOLFIRI-HD | FOLFOX-7 | FOLFIRINOX"
"NCT00598156","erlotinib | bevacizumab"
"NCT01061515","Intraperitoneal Oxaliplatin | Bevacizumab | Capecitabine"
"NCT02028442","Enadenotucirev"
"NCT02373020",""
"NCT01418742","Panitumumab, Doxycycline/Placebo | Panitumumab"
"NCT00709462","CDX1307"
"NCT00507143","irinotecan"
"NCT01249638","Capecitabine | Bevacizumab | Capecitabine | Irinotecan | Bevacizumab"
"NCT02386618",""
"NCT00648102","CDX-1307"
"NCT00345696","Bevacizumab | Capecitabine | Oxaliplatine"
"NCT02345746","Oxaliplatin | Folinic Acid | 5-Fluorouracil"
"NCT00305188","Xaliproden | Placebo | Oxaliplatin | 5-Fluorouracil | Leucovorin"
"NCT02545725",""
"NCT00637091","Cetuximab, irinotecan"
"NCT02081742",""
"NCT00439517","UFOX + Cetuximab | FOLFOX4 + Cetuximab"
"NCT00910676","Diprosone"
"NCT00507351",""
"NCT02339116","fluoruracil | Oxaliplatin | Irinotecan | Bevacizumab"
"NCT00581724",""
"NCT00502502",""
"NCT01505400",""
"NCT02473003",""
"NCT00078897","Selenium"
"NCT00453661",""
"NCT01345526",""
"NCT01791322",""
"NCT02113683",""
"NCT02239861","TAA-Specific CTLs"
"NCT00923052",""
"NCT02568267","Entrectinib"
"NCT01444456",""
"NCT01065441","AlloStim | AlloStim | AlloStim | AlloStim | AlloStim | AlloStim"
"NCT01372527",""
"NCT01679756",""
"NCT02713529","AMG820 and pembrolizumab"
"NCT00020267","interleukin-2 | MAGE-12 peptide vaccine | Montanide ISA-51"
"NCT00003046","Recombinant Interleukin-12"
"NCT02699047",""
"NCT02012231","PLX8394"
"NCT00308516","5-Fluorouracil | Bevacizumab | Oxaliplatin | Leucovorin"
"NCT02110329",""
"NCT00924092","GI-6207 [Recombinant Saccharomyces Cerevisia | ])"
"NCT00477646",""
"NCT02597348",""
"NCT02437916","AMG 228"
"NCT00028405","LS 11"
"NCT02422680",""
"NCT01442155","Capecitabine | Oxaliplatin"
"NCT02062749","Oxaliplatin"
"NCT00706121","Vitamin E | Selenium | Vitamin E placebo | selenium placebo"
"NCT01437007","TKM-080301"
"NCT00443573","recombinant nematode anticoagulant protein c2"
"NCT01787500","Vemurafenib | Cetuximab | Irinotecan"
"NCT00210106",""
"NCT01846650","Capecitabine tablets | XELODA"
"NCT00057395","Aroplatin"
"NCT01523353",""
"NCT01609361",""
"NCT01053104",""
"NCT00525655",""
"NCT02882620",""
"NCT02298907",""
"NCT00610636",""
"NCT01879943",""
"NCT02788955",""
"NCT02054923",""
"NCT01182922",""
"NCT00657371",""
"NCT00943891",""
"NCT00758186",""
"NCT01571024","BKM120 | mFOLFOX6"
"NCT02045680",""
"NCT02171286",""
"NCT01184482","cetuximab and lapatinib"
"NCT01587872",""
"NCT01451632","MM-121 | Irinotecan | Cetuximab"
"NCT00763425",""
"NCT00096967","Avastin"
"NCT00508846",""
"NCT00332943",""
"NCT00114842",""
"NCT02231385","Acetic Acid"
"NCT02066064",""
"NCT01749722",""
"NCT01552200",""
"NCT01895530",""
"NCT01895504",""
"NCT01547923",""
"NCT02590367","FOLFOX regimen | HD6610 Granule | HD6610 Granule placebo"
"NCT02565017",""
"NCT00508573",""
"NCT00755534","Irinotecan | Capecitabine | Cetuximab | Oxaliplatin"
"NCT01606124","defined green tea catechin extract"
"NCT00173277",""
"NCT00958737","FOLFOX regimen | fluorouracil | leucovorin calcium | oxaliplatin | XELOX regimen | Capecitabine"
"NCT01067053","bevacizumab, capecitabine, oxaliplatin"
"NCT00148226",""
"NCT00300547",""
"NCT02080650",""
"NCT00755118","Oxaliplatin | 5-Fluorouracil | Leucovorin | Bevacizumab | Irinotecan | Cetuximab"
"NCT01483638","axitinib | placebo"
"NCT00874224",""
"NCT00414492",""
"NCT01117428","Sym004"
"NCT02069704","Bevacizumab biosimilar | Avastin®"
"NCT01703585",""
"NCT01286662",""
"NCT00132704",""
"NCT00026117","BenFin"
"NCT00905710",""
"NCT00468910","acetylsalicylic acid | placebo"
"NCT01416168",""
"NCT00888797","Propranolol and Etodolac"
"NCT01286818","Ramucirumab | Irinotecan | levofolinate | 5-Fluorouracil"
"NCT01073358",""
"NCT00435097",""
"NCT01652833",""
"NCT01675258",""
"NCT02205398","INC280 | cetuximab"
"NCT01341197",""
"NCT02346955","CM-24 | Pembrolizumab"
"NCT01351103","LGK974"
"NCT02050737",""
"NCT02517554",""
"NCT02210260","Bupivacaine | Diamorphine"
"NCT00869843",""
"NCT02473302",""
"NCT00718055",""
"NCT00870961",""
"NCT00215722","Cetuximab"
"NCT00023933","iodine I 131 monoclonal antibody CC49-deltaCH2"
"NCT01254617","Cetuximab | Lenalidomide"
"NCT00949312",""
"NCT01810744",""
"NCT01520389","MM-151 | MM-151 + irinotecan"
"NCT00003433","carcinoembryonic antigen RNA-pulsed DC cancer vaccine"
"NCT02860780","prexasertib | ralimetinib"
"NCT02481219","Senna tablets | PEG | Metoclopramide | Erythromycin | SUPREP oral sulfate solution | Bisacodyl | SUPREP oral sulfate solution with Gastrografin"
"NCT02292641",""
"NCT01025960",""
"NCT02440737",""
"NCT01233544",""
"NCT00442520",""
"NCT00654160","fluorouracil | irinotecan hydrochloride | leucovorin calcium"
"NCT01390818","MSC1936369B | SAR245409 | MSC1936369B | SAR245409"
"NCT00003344","irinotecan hydrochloride"
"NCT02720926","Xeloda, | Oxaliplatin | TKI258"
"NCT02288078","Dexamethasone | Regorafenib | Placebo | Proton pump inhibitor"
"NCT01383343","Bevacizumab | Fluorouracil | Irinotecan Hydrochloride | Leucovorin Calcium | Sorafenib Tosylate"
"NCT02754661",""
"NCT02728596",""
"NCT02499939",""
"NCT01815359","HIPEC with Mitomycin-C | EPIC with FUDR and Leucovorin"
"NCT02308384",""
"NCT01186263","MAA for diagnostic SPECT imaging | Diagnostic B20- SPECT imaging."
"NCT00185081","Indium labeled IMP-205xm734"
"NCT00032344",""
"NCT02511821",""
"NCT02399059",""
"NCT02415829","capecitabine plus oxaliplatin"
"NCT02243267",""
"NCT02079740","Navitoclax | Trametinib"
"NCT01149304","Pentoxifylline | Ursodeoxycholic Acid | Enoxaparin"
"NCT02185443",""
"NCT02632448","LY2880070 | Gemcitabine"
"NCT02215889",""
"NCT00593073",""
"NCT01934179",""
"NCT01677884","Bevacizumab | Capecitabine | Irinotecan"
"NCT01300858","EGEN-001-301"
"NCT02800330","Esomeprazole 40mg concomitantly | Esomeprazole 40mg before | Regorafenib 160mg or 120mg"
"NCT00118989","Curcuminoids"
"NCT02788279","Atezolizumab [TECENTRIQ] | Cobimetinib | Regorafenib"
"NCT01087658","Glutamine | Calcium and Magnesium"
"NCT00272051","SR57746A"
"NCT02647671","Aquamin® | Calcium Carbonate | Placebo"
"NCT01011478","rosuvastatin"
"NCT01871311","Nilotinib + Cetuximab"
"NCT00207051","Brivanib + Cetuximab"
"NCT00410579",""
"NCT00754494","erlotinib hydrochloride"
"NCT00005094","celecoxib"
"NCT02181465","G17DT"
"NCT00153816","Calcium Carbonate | Vitamin D3 | placebo"
"NCT00094809","Placebo | Pegfilgrastim"
"NCT02402972","FUDR +oxaliplatin | oxaliplatin+Leucovorin+5-FU"
"NCT01840280",""
"NCT00613873",""
"NCT02843425",""
"NCT01761097",""
"NCT00097578",""
"NCT02526264",""
"NCT01944137",""
"NCT01318239",""
"NCT02039336","Dacomitinib | PD-0325901 | Irinotecan | Docetaxel | Capecitabine"
"NCT01942200",""
"NCT00905086",""
"NCT01478919",""
"NCT01815463",""
"NCT02678832",""
"NCT02855385",""
"NCT02581059","Regorafenib"
"NCT02876224","Atezolizumab | Bevacizumab | Cobimetinib"
"NCT01772004","Avelumab"
"NCT00101686","Modified Bolus 5-FU/LV with Irinotecan | FOLFIRI + bevacizumab | miFL + bevacizumab | Infusional 5-FU/LV with Irinotecan | Oral Capecitabine with Irinotecan"
"NCT01483001","Cancer Stem Cells Sensitivity Assay"
"NCT00908024","BMS-754807 | cetuximab"
"NCT00433602",""
"NCT00088933","recombinant fowlpox-CEA/TRICOM vaccine | recombinant vaccinia-CEA-TRICOM vaccine | docetaxel | sargramostim"
"NCT00488904",""
"NCT01096381",""
"NCT02827682",""
"NCT00070265","oxaliplatin | capecitabine"
"NCT02284139","Arm 1 | Arm 2"
"NCT00062348","boronophenylalanine-fructose complex | sodium borocaptate"
"NCT00084643","GTI-2040 | oxaliplatin | capecitabine"
"NCT01271582","Irinotecan, 5FU, leucovorin"
"NCT02299596",""
"NCT00587756",""
"NCT01410955",""
"NCT01929122",""
"NCT01515787","FOLFOX"
"NCT02886897","D-CIK and anti-PD-1 antibody"
"NCT00397384","cetuximab | erlotinib hydrochloride"
"NCT00574171","lapatinib | Capecitabine"
"NCT01395459",""
"NCT00496678",""
"NCT01329718",""
"NCT02844608",""
"NCT01525940",""
"NCT01351220",""
"NCT01519609","bowel prep before endoscopy"
"NCT00619814",""
"NCT00041808","MTC-DOX for Injection"
"NCT00184782",""
"NCT01035775",""
"NCT00310362",""
"NCT02560740",""
"NCT00131586",""
"NCT02365480","Berberine Chloride"
"NCT00454519",""
"NCT01336985","Irinotecan"
"NCT01507740","Avastin | Suntent | Nexavar"
"NCT02352571","GC1118"
"NCT00118365","eflornithine | sulindac"
"NCT01932489",""
"NCT00959127","ARRY-438162, MEK inhibitor; oral"
"NCT02888743","Durvalumab | Tremelimumab"
"NCT00772083",""
"NCT02208804",""
"NCT01710293",""
"NCT02754115",""
"NCT01516710",""
"NCT01341366",""
"NCT02266056","Deep neuromuscular block using rocuronium and reversal with suggamadex | Moderate neuromuscular block using rocuronium and reversal with suggamadex"
"NCT02350400",""
"NCT01579357",""
"NCT02282722",""
"NCT01807117",""
"NCT02576665","Toca 511 | Toca FC"
"NCT01211561","Selenium, selenomethionine | placebo"
"NCT01111292","Inositol"
"NCT01694784",""
"NCT02795104",""
"NCT00255229","Glutamine"
"NCT02005614",""
"NCT01596361",""
"NCT01540435","Bevacizumab"
"NCT01468675",""
"NCT01410760",""
"NCT00588549",""
"NCT00510627","Chemotherapy"
"NCT02491593",""
"NCT02650635","Cyclophosphamide | Pegfilgrastim | TLR8 Agonist VTX-2337"
"NCT02298959","Pembrolizumab | Ziv-Aflibercept"
"NCT02439008",""
"NCT01436656","LGX818"
"NCT02175914","Erythromycin"
"NCT00704600","nelfinavir"
"NCT01937429",""
"NCT02101099",""
"NCT01593098",""
"NCT01483443",""
"NCT02106858","Regorafenib"
"NCT00085163","celecoxib | fluorouracil | leucovorin calcium"
"NCT02148406",""
"NCT01420874","FOLFOX6 | EGFRBi armed ATC Infusions"
"NCT02569723","Carbon C 14 Oxaliplatin | Oxaliplatin"
"NCT01703910","Arm A chemotherapy | arm B chemotherapy"
"NCT01607255","Indigo carmine"
"NCT02876133",""
"NCT02618811",""
"NCT01547130","Normal saline | HalfLytely"
"NCT02010567","CRLX101 | Capecitabine"
"NCT01434199",""
"NCT02060188","Ipilimumab | Nivolumab"
"NCT01462513","L-BLP25 | Placebo"
"NCT02592603",""
"NCT01640522",""
"NCT01736072",""
"NCT02199912",""
"NCT01238107","MT-102"
"NCT02848079","combined TAS-102 and TAS-OX"
"NCT02669914","MEDI4736"
"NCT02222844",""
"NCT02528526","OXY111A"
"NCT00179348",""
"NCT02509143","Intravenous infusion of ramosetron"
"NCT00423150","Temozolomide"
"NCT02450656","Afatinib | Selumetinib | Capecitabine | Irinotecan | Docetaxel"
"NCT01099111",""
"NCT02194959",""
"NCT02448693",""
"NCT01626963",""
"NCT00474097",""
"NCT01453257","Tailored Chemotherapy"
"NCT01879904",""
"NCT02345889",""
"NCT00997802",""
"NCT02624115",""
"NCT02327078","Nivolumab + Epacadostat"
"NCT00841191","CNTO 328; Anti-interleukin-6 monoclonal antibody | CNTO 328; Anti-interleukin-6 monoclonal antibody | CNTO 328; Anti-interleukin-6 monoclonal antibody | CNTO 328; Anti-interleukin-6 monoclonal antibody | CNTO 328; Anti-interleukin-6 monoclonal antibody | CNTO 328; Anti-interleukin-6 monoclonal antibody | CNTO 328; Anti-interleukin-6 monoclonal antibody"
"NCT02657044",""
"NCT01466504",""
"NCT02805166","PEG-rhG-CSF"
"NCT02024191",""
"NCT00623883",""
"NCT02406547",""
"NCT00188565","Celecoxib"
"NCT00977717",""
"NCT01882972",""
"NCT01543451","Elsiglutide | Placebo"
"NCT01756625",""
"NCT01712958",""
"NCT01707121",""
"NCT00409994","Rapamycin"
"NCT02595645",""
"NCT00661102","Corticosteroids | Placebo | capecitabine [Xeloda] | dexpantenol [Bepantol]"
"NCT02414334",""
"NCT01001884",""
"NCT00845039","Cetuximab | Irinotecan | IMC-A12"
"NCT01264952",""
"NCT02009774",""
"NCT02141152",""
"NCT01590147",""
"NCT02824835",""
"NCT02318888","Icodextrin"
"NCT01415817",""
"NCT00044785","triacetyluridine | fluorouracil | leucovorin | camptosar"
"NCT00582426","Octreotide Long Acting Release"
"NCT02792478",""
"NCT01291420","autologous dendritic cell vaccination"
"NCT01022723",""
"NCT01166035","Lenalidomide | Cetuximab"
"NCT02640365","MM-398 | Irinotecan | Leucovorin | 5-fluorouracile | bevacizumab | MM-398"
"NCT00625066",""
"NCT00004210",""
"NCT01340300","Exercise training plus metformin | Metformin"
"NCT00380055",""
"NCT02176746","cancer stem cell vaccine"
"NCT01613430",""
"NCT00132522","EMD 273066"
"NCT02701907",""
"NCT01059643","LY2523355 | pegfilgrastim"
"NCT02457143",""
"NCT00126451","MK0683, vorinostat, Suberoylanilide Hydroxamic Acid | Duration of Treatment - During each treatment cycle, treatment is administered twice daily for 14 days, followed by 7 days of rest for a total of 10 cycles"
"NCT00003674","dalteparin | standard therapy"
"NCT02811497","Azacitidine | Durvalumab"
"NCT01092078",""
"NCT02191761","SM04755"
"NCT00897793",""
"NCT01110798",""
"NCT00019773","capecitabine | oxaliplatin"
"NCT01418326",""
"NCT01888965","Dovitinib"
"NCT01874860","Doxycycline | Hydrocortisone 1% cream | Clindamycin | Medrol-dose pack"
"NCT00004879","panitumumab"
"NCT02476682",""
"NCT02367001",""
"NCT02328664",""
"NCT01450163","Pregabalin, Oxaliplatin | Placebo , Oxaliplatin"
"NCT00145769","Short Course Adjuvent Chemotherapy | Long Course Adjuvant Chemotherapy | Concurrent Chemotherapy"
"NCT02275754",""
"NCT01761240","MORAb-066"
"NCT02582970","5-Fluorouracil | Bevacizumab"
"NCT00338026","ECO-4601"
"NCT00005809",""
"NCT01631552","IMMU-132"
"NCT01434342","Nicotine Replacement Patch"
"NCT02804815","Aspirin 100mg | Aspirin 300mg | Placebo 100mg | Placebo 300mg"
"NCT02040142",""
"NCT00080834","DJ-927"
"NCT00010270","LMB-9 immunotoxin"
"NCT00940030",""
"NCT00077233","cetuximab | 5-FU | irinotecan | leucovorin | oxaliplatin"
"NCT00574977","Vaccinia virus | Vaccinia virus | Vaccinia virus"
"NCT00055848",""
"NCT00379132","131-I-TM-601"
"NCT01169558","bevacizumab [Avastin]"
"NCT02584244","LUM015"
"NCT00611000",""
"NCT00577031","bevacizumab [Avastin] | Oxaliplatin | Xeloda"
"NCT00397969",""
"NCT02230553","Lapatinib | trametinib"
"NCT02310464","OBI-833/OBI-821"
"NCT00297128","Capecitabine | Cetuximab"
"NCT01434147","preoperative induction chemotherapy in combination with bevacizumab followed by combined radiochemotherapy with capecitabine"
"NCT00812864","Capecitabine"
"NCT01364844","DS-7423"
"NCT02751723",""
"NCT00033319","acetylsalicylic acid"
"NCT00046995","carboplatin | fluorouracil | leucovorin calcium"
"NCT01440855",""
"NCT00740961","systemic chemotherapy"
"NCT00003571",""
"NCT01601548",""
"NCT00004604","CEA RNA-pulsed DC cancer vaccine"
"NCT00722228","Allogeneic whole epithelial tumor cells, DNP-conjugated and irradiated"
"NCT00019084","aldesleukin | mutant p53 peptide pulsed dendritic cell vaccine | ras peptide cancer vaccine | sargramostim | therapeutic autologous lymphocytes | therapeutic tumor infiltrating lymphocytes"
"NCT00898781",""
"NCT02906943",""
"NCT00436410","colloidal gold-bound tumor necrosis factor"
"NCT01181609","bevacizumab [Avastin]"
"NCT02713984","Anti-HER2 CAR-T"
"NCT01588262",""
"NCT02781935",""
"NCT00550628",""
"NCT02874885",""
"NCT00019331","aldesleukin | ras peptide cancer vaccine | sargramostim | DetoxPC"
"NCT00489515",""
"NCT00613080","capecitabine | oxaliplatin | FOLFOX"
"NCT00896753",""
"NCT02704832",""
"NCT00336960","celecoxib | fluorouracil"
"NCT00002593","fluorouracil | leucovorin calcium | levamisole hydrochloride"
"NCT00900094",""
"NCT00544336",""
"NCT00112918","Bevacizumab | Capecitabine | 5-Fluorouracil | Leucovorin calcium | Oxaliplatin"
"NCT00004065","tanespimycin"
"NCT01535040","memantine hydrochloride | placebo"
"NCT02640781",""
"NCT00003427","irinotecan hydrochloride | oxaliplatin"
"NCT00004891","chemotherapy"
"NCT00369109",""
"NCT00075868","octreotide acetate"
"NCT00280176","bortezomib | fluorouracil"
"NCT00620295","bortezomib | gemcitabine hydrochloride"
"NCT00003329",""
"NCT00114231","capecitabine | oxaliplatin"
"NCT00002520","nicotine"
"NCT00081289","Capecitabine 1650 mg/m^2/day | Capecitabine 1200 mg/m^2/day | Irinotecan | Oxaliplatin | Folinic Acid | Fluorouracil | Oxaliplatin"
"NCT02215577",""
"NCT00899626",""
"NCT01677728",""
"NCT00002475","allogeneic tumor cell vaccine | autologous tumor cell vaccine | recombinant interferon alfa | recombinant interferon gamma | sargramostim | cyclophosphamide"
"NCT00410618",""
"NCT00478010",""
"NCT01016028",""
"NCT00059891",""
"NCT00819208",""
"NCT00002551","fluorouracil | leucovorin calcium | levamisole hydrochloride"
"NCT00128622","denileukin diftitox | recombinant fowlpox-CEA/TRICOM vaccine | therapeutic autologous dendritic cells"
"NCT00003103","oblimersen sodium | docetaxel"
"NCT00321828","bevacizumab | fluorouracil | leucovorin | oxaliplatin"
"NCT02217891",""
"NCT00950144",""
"NCT00873600","chemotherapy"
"NCT00027534","TRICOM-CEA"
"NCT00335491",""
"NCT00004910",""
"NCT01415089",""
"NCT00004042","monoclonal antibody F19"
"NCT00859768",""
"NCT00628368",""
"NCT00004911",""
"NCT01830647",""
"NCT00622674","cetuximab | bortezomib"
"NCT00608595","celecoxib"
"NCT00335816","fluorouracil | leucovorin calcium | oxaliplatin"
"NCT00021398","fluorouracil | leucovorin calcium"
"NCT02833753","Oxaliplatin"
"NCT00024063","orantinib"
"NCT00470353",""
"NCT00942461",""
"NCT00462501","bevacizumab | fluorouracil | leucovorin calcium | oxaliplatin"
"NCT01212887","MFE23 scFv-expressing autologous anti-CEA MFEz T lymphocytes | aldesleukin | cyclophosphamide | fludarabine phosphate"
"NCT00016133","BCG vaccine | autologous tumor cell vaccine | fluorouracil | leucovorin calcium"
"NCT02838836",""
"NCT00897403",""
"NCT00036790","doxorubicin hydrochloride | motexafin gadolinium"
"NCT01148758","RO5323441"
"NCT00033384","CI-1040"
"NCT02337452",""
"NCT00012155","NV1020"
"NCT02318901","Pembrolizumab | Trastuzumab | ado-trastuzumab emtansine | Cetuximab"
"NCT00451880","XL281 | famotidine"
"NCT02655822","CPI-444 | CPI-444 | CPI-444 | CPI-444 + atezolizumab"
"NCT00667641","bortezomib | paclitaxel"
"NCT01263171","Leucovorin | fluorouracil | leucovorin calcium | oxaliplatin"
"NCT00006366","fluorouracil | irinotecan hydrochloride"
"NCT00004095","gemcitabine hydrochloride | irinotecan hydrochloride"
"NCT00084773","cetuximab | fluorouracil"
"NCT00686166","cetuximab | capecitabine | oxaliplatin"
"NCT00387348","escitalopram oxalate | Placebo"
"NCT00297141","Capecitabine | Oxaliplatin"
"NCT00084591","capecitabine"
"NCT00726622",""
"NCT00985400",""
"NCT00005049","carboplatin | cisplatin | floxuridine"
"NCT00427713","capecitabine | oxaliplatin"
"NCT00836992",""
"NCT00262808","sargramostim | fluorouracil | leucovorin calcium | oxaliplatin"
"NCT00019513","fluorouracil | gemcitabine hydrochloride | leucovorin calcium"
"NCT02494973","Oxaliplatin HAI | Oxaliplatin IV | mFOLFOX6 | LV5FU2"
"NCT00903396","palonosetron hydrochloride"
"NCT00005858","LMB-9 immunotoxin"
"NCT00002575",""
"NCT02626377",""
"NCT00647530","panitumumab | capecitabine | fluorouracil | oxaliplatin"
"NCT00023751","fluorouracil | leucovorin calcium"
"NCT01792882",""
"NCT02327468","INO-1400 | INO-9012"
"NCT01150045","celecoxib | 5-fluorouracil | oxaliplatin | leucovorin"
"NCT00054977","GM-CT-01 | 5-fluorouracil"
"NCT00972751",""
"NCT01773980",""
"NCT01311856",""
"NCT00019786","isolated perfusion | melphalan"
"NCT02903914","CB-1158 | Nivolumab"
"NCT00967655","panitumumab | capecitabine | irinotecan hydrochloride"
"NCT00392470","cetuximab | irinotecan hydrochloride"
"NCT00383695","cetuximab | capecitabine | oxaliplatin"
"NCT01569984",""
"NCT01097265","capecitabine | oxaliplatin"
"NCT00276861","gemcitabine hydrochloride | oxaliplatin"
"NCT00869570","capecitabine | sorafenib tosylate"
"NCT00004895","octreotide acetate"
"NCT02335918","Combination of varlilumab and nivolumab"
"NCT00553683","cyclophosphamide | poly ICLC"
"NCT00087256","Celecoxib"
"NCT00086931","capecitabine | oxaliplatin"
"NCT01087268",""
"NCT00766155","capecitabine | oxaliplatin"
"NCT00003038","doxorubicin hydrochloride | suramin"
"NCT00303875",""
"NCT00058474","capecitabine | fluorouracil | oxaliplatin"
"NCT00529984","AVX701 | AVX701 | AVX701 | AVX701 | AVX701"
"NCT00900835",""
"NCT00465725","Picoplatin"
"NCT01012804",""
"NCT01373320",""
"NCT02897375","Carboplatin | Cisplatin | Palbociclib"
"NCT00002525","fluorouracil | leucovorin calcium"
"NCT00963911",""
"NCT01524978","cetuximab | vemurafenib [Zelboraf] | vemurafenib [Zelboraf]"
"NCT00007930",""
"NCT00379782",""
"NCT00703638","cisplatin | pemetrexed disodium | sorafenib"
"NCT02870920","Tremelimumab | Durvalumab"
"NCT00098943","CNGRC peptide-TNF alpha conjugate"
"NCT00002523","fluorouracil | leucovorin calcium"
"NCT02821793",""
"NCT00019435","LMB-9 immunotoxin"
"NCT00025532",""
"NCT02374255",""
"NCT00002455","Corynebacterium granulosum P40"
"NCT00049608","gemcitabine hydrochloride"
"NCT00280761","capecitabine | 5-fluorouracil"
"NCT00003422","fluorouracil | leucovorin calcium"
"NCT02020291","Foxy-5"
"NCT00427570","BCG vaccine | biological therapy | fluorouracil | semustine | vincristine sulfate"
"NCT01975831","MEDI4736 | Tremelimumab"
"NCT00541112","cetuximab | capecitabine | fluorouracil | leucovorin calcium | oxaliplatin"
"NCT00936832","FOLFIRI regimen | fluorouracil | irinotecan hydrochloride | leucovorin calcium | sunitinib malate"
"NCT01167725","bevacizumab | cetuximab | FOLFIRI regimen | FOLFOX regimen | capecitabine | fluorouracil | irinotecan hydrochloride | leucovorin calcium | mitomycin C | oxaliplatin"
"NCT00898846","tegafur-uracil"
"NCT02824484",""
"NCT00900432",""
