"drug.name","targets","pathways"
"NGX267  |  AF267B","CHRM1",""
"XL184  |  NA","KDR | KIT | MET | TEK","RTK signaling | RTK signaling"
"CR665  |  NA","OPRK1",""
"KC706  |  NA","MAPK14 | MAPK12 | MAPK11 | MAPK13",""
"CCX915  |  NA","CCR2",""
"Elafin  |  NA","ELANE | PRTN3",""
"GSK716155  |  NA","GLP1R",""
"CMLVAX100  |  NA","BCR/ABL fusion",""
"LY2275796  |  NA","EIF4E",""
"APD668  |  NA","GPR119",""
"EC145  |  NA","FOLR2 | FOLR3 | FOLR1",""
"AT9283  |  NA","AURKA | AURKB","mitosis | mitosis"
"E2012  |  NA","APH1A | PSENEN",""
"DG051  |  NA","LTA4H",""
"MLN0415  |  NA","IKBKB","other"
"XL228  |  NA","ABL1 | ABL2 | SRC | IGF1R","mitosis | ABL signaling | IGFR signaling | IGFR signaling | IGFR signaling | IGFR signaling | IGFR signaling"
"GFT505  |  NA","PPARA | PPARG | PPARD",""
"KD3010  |  NA","PPARD",""
"XL281  |  NA","RAF1 | BRAF","ERK MAPK signaling | ERK MAPK signaling | ERK MAPK signaling | ERK MAPK signaling | ERK MAPK signaling"
"Atl146e  |  NA","ADORA2A",""
"MB07811  |  NA","THRB",""
"KB002  |  NA","CSF2RA | CSF2 | CSF2RA",""
"CYC116  |  NA","KDR | AURKA","RTK signaling | RTK signaling | mitosis | mitosis"
"LX1031  |  NA","TPH1",""
"AT2220  |  NA","GAA",""
"V24343  |  NA","CNR1",""
"ARC1779  |  NA","GP1BA | VWF",""
"SPP1148  |  NA","REN | ACE2",""
"XL418  |  NA","BTK","other | other | other | other"
"CX157  |  NA","MAOA",""
"PS433540  |  NA","EDNRA | AGT",""
"SD118  |  NSL-043","IL1R1 | TNF",""
"SYM001  |  Symphoglobulin-D","RHD",""
"SF1126  |  NA","PIK3R1 | PIK3R2 | PIK3R3 | PRKDC | MTOR","other"
"HE3286  |  NA","NFKB1 | NFKB2","other"
"AC220  |  NA","FLT3","RTK signaling | RTK signaling | mitosis | RTK signaling | other | RTK signaling | RTK signaling"
"KD7040  |  NA","NOS2",""
"MP470  |  NA","FLT3 | KIT | PDGFRA | MET | RET | RAD51","RTK signaling | RTK signaling | mitosis | RTK signaling | other | RTK signaling | RTK signaling"
"GMX1777  |  NA","NAMPT",""
"PN0621  |  NA","TNF",""
"AN2728  |  NA","PDE4B | PDE4A | PDE4D | PDE4C",""
"MLN8237  |  NA","AURKA","mitosis | mitosis"
"KB001  |  NA","pcrV",""
"SB939  |  NA","HDAC1 | HDAC2 | HDAC3 | HDAC6","chromain  histone acetylation | chromain  histone acetylation"
"REP8839  |  NA","metG",""
"AM103  |  NA","ALOX5AP",""
"BTA9881  |  NA","F",""
"APD791  |  NA","HTR2A",""
"RDEA806  |  NA","gag-pol",""
"Beraprost  |  NA","PTGIR",""
"Tetrodotoxin  |  NA","SCN1A | SCN2A | SCN3A | SCN8A",""
"AP1081  |  NA","ESR1",""
"LGD2941  |  NA","AR",""
"NRP409  |  NA","CRYM | THRA",""
"PLX4032  |  NA","BRAF","ERK MAPK signaling | ERK MAPK signaling | ERK MAPK signaling | ERK MAPK signaling | ERK MAPK signaling"
"Cobimetinib  |  NA","MAP2K1",""
"XL147  |  NA","PIK3CA",""
"XL765  |  NA","PIK3CG | PIK3CA | MTOR | PIK3CD | PIK3CB","other"
"XL019  |  NA","JAK2","mitosis | other | other | RTK signaling"
"Methsuximide  |  (RS)-1,3-Dimethyl-3-phenyl-2,5-pyrrolidindion | 1,3-Dimethyl-3-phenyl-2,5-dioxopyrrolidine | 1,3-Dimethyl-3-phenyl-2,5-pyrrolidinedione | 1,3-Dimethyl-3-phenyl-pyrrolidin-2,5-dione | 1,3-Dimethyl-3-phenylsuccinimide | Alpha-methyl-alpha-phenyl n-methyl succinimide | Alpha-methylphensuximide | Celontin | Mesuximida | Mesuximide | Mesuximidum | Methsuximid | Metosuccimmide | Metsuccimide | N-methyl-alpha-methyl-alpha-phenylsuccinimide | N,2-Dimethyl-2-phenylsuccinimide","CACNA1G",""
"FavId  |  NA","CSF3R",""
"681323  |  NA","TNF | IL6 | IL1B",""
"ACCLAIM  |  NA","NOS2",""
"Proellex  |  Progenta","PGR",""
"Plasmin  |  Bovine Fibrinolysin | Bovine Plasmin","SERPINE1 | PLAU",""
"751689  |  ronacaleret","CASR | ADGRF1",""
"659032  |  NA","PLA2G7",""
"Natural alpha interferon  |  Interferon alfa | Interferon alpha","IFNAR1",""
"Glatiramer Acetate  |  COP-1 | Copolymer-1 | Copoylmer 1","HLA-DRB1",""
"Gallium nitrate  |  Gallium nitrate (anhydrous) | Nitric acid, gallium salt, anhydrate","BGLAP | IL1B | RRM2 | PPI | ATP6V1B2",""
"Oxypurinol  |  1H-Pyrazolo[3,4-d]pyrimidine-4,6-diol | 1H-Pyrazolo[3,4-d]pyrimidine-4,6(5H,7H)-dione | 6-hydroxy allopurinol | Alloxanthin | Alloxanthine | DHPP | metabolite of allopurinol | Oxipurinol | Oxipurinolum | Oxoallopurinol | Oxyprim","XDH",""
"NPI 32101  |  NA","CSF2RB",""
"Ecabet  |  Ecabet | Ecabet sodium","ureC | NOXO1",""
"Ibudilast  |  2-Isopropyl-3-isobutyrylpyrazolo(1,5-a)pyridine | 3-isobutyryl-2-isopropylpyrazolo(1,5-a)pyridine | 3-Isobutyryl-2-isopropylpyrazolo[1,5-a]pyridine | AV-411 | Eyevinal | Ibudilast | Ibudilastum | Ke tas | Ketas | Ketas (TN) | MN-166 | Pyrazolo(1,5-a)pyridine, 3-isobutyryl-2-isopropyl- | Tocris-1694","PDE3A | PDE4B | PDE4A | PDE4D | PDE4C",""
"iCo-007  |  NA","RAF1",""
"AST-120  |  NA","LPL",""
"Rotigotine  |  (6S)-6-(propyl(2-(2-thienyl)ethyl)amino)-5,6,7,8-tetrahydro-1-naphthalenol","DRD1 | DRD5 | HTR1A | DRD4 | ADRA2B | DRD3 | DRD2",""
"Hepatitis B immune globulin  |  HBIG | Hepatitis B Immune Globulin (Human) | Human hepatitis B immunoglobulin | Human hepatitis B virus immune globulin | Human hepatitis-B immunoglobulin","S gene",""
"SLV 308  |  NA","HTR1A | DRD4 | DRD3 | DRD2",""
"S-8184  |  NA","BCL2 | TUBA4A",""
"MCC  |  NA","AIFM1",""
"CA4P  |  NA","TUBB",""
"MPC-7869  |  NA","IKBKG",""
"SPP 301  |  NA","EDNRA",""
"Vandetanib  |  4-BROMO-2-fluoro-N-[(4e)-6-methoxy-7-[(1-methylpiperidin-4-yl)methoxy]quinazolin-4(1H)-ylidene]aniline | 4-quinazolinamine, N-(4-bromo-2-fluorophenyl)-6-methoxy-7-[(1-methyl-4-piperidinyl)methoxy]- | N-(4-Bromo-2-fluorophenyl)-6-methoxy-7-[(1-methyl-4-piperidinyl)methoxy]-4-quinazolinamine | N-(4-bromo-2-fluorophenyl)-6-methoxy-7-[(1-methylpiperidin-4-yl)methoxy]quinazolin-4-amine | Zactima | ZD 6474 | ZD6474","VEGFA | EGFR | TEK | PTK6","EGFR signaling | EGFR signaling | chromain  histone acetylation | EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling"
"Eldecalcitol  |  1α,25-dihydroxy-2β-(3-hydroxypropoxy)cholecalciferol","VDR",""
"DHA-paclitaxel  |  NA","BCL2",""
"OPC-6535  |  NA","PDE4D",""
"keyhole limpet hemocyanin  |  NA","IL2",""
"LAX-101  |  NA","CASP1 | PLD1",""
"OMS-103HP  |  NA","IL1R1 | TNF",""
"WX-G250  |  NA","IL2 | CA9",""
"Cintredekin Besudotox  |  NA","IL13",""
"CHF-1512  |  NA","DDC",""
"ANX-510  |  NA","TYMS",""
"TP-508  |  NA","FGF4",""
"Ecallantide  |  NA","KLKB1",""
"DN-101  |  NA","CDA",""
"Pimavanserin  |  NA","HTR2A | DRD2",""
"TAK-475  |  NA","HMGCR | FDFT1",""
"NGX-4010  |  NA","pkn3",""
"oportuzumab monatox  |  VB4-845","EPCAM",""
"PEG-uricase  |  NA","uao",""
"HuMax-EGFr  |  NA","EGFR","EGFR signaling | EGFR signaling | chromain  histone acetylation | EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling"
"AS-3201  |  NA","AKR1B1",""
"VGV-1  |  NA","gag-pol",""
"Romiplostim  |  Semaxanib | Semaxinib | SU-5416","MPL",""
"SOT-107  |  NA","GLIPR1",""
"atamestane-plus-toremifene  |  NA","ESR1 | CYP19A1",""
"MN-305  |  NA","HTR1A",""
"C1-INH  |  NA","SERPING1",""
"SP-01A  |  NA","HMGCR | gag-pol",""
"ONO-2506  |  NA","S100B",""
"SO-101  |  NA","HRH1",""
"TAK-390MR  |  dexlansoprazole","ATP4A",""
"TAK-491  |  NA","ACE2",""
"VEC-162  |  NA","MTNR1B | MTNR1A",""
"KW-3902  |  NA","ADORA1",""
"SR-123781A  |  NA","SERPINC1 | F2R",""
"SSR-126517E  |  NA","F10",""
"ROX-888  |  NA","CCL3",""
"CDB-2914  |  NA","PGR",""
"Actelion-1  |  NA","EDNRA",""
"HZT-501  |  NA","HRH2",""
"CP-945598  |  NA","CNR1",""
"CDX-110  |  NA","EGFR","EGFR signaling | EGFR signaling | chromain  histone acetylation | EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling"
"histamine dihydrochloride  |  NA","HRH2",""
"molecular iodine  |  NA","MT-ND5",""
"pimagedine HCl  |  NA","AKR1B1 | TIMP3",""
"recombinant human GM-CSF  |  NA","CSF2RA | CSF2RA",""
"AE-941  |  NA","MMP9 | MMP2 | MMP12",""
"WF10  |  NA","MAEA | CD163",""
"INS 316  |  NA","P2RY2",""
"liposomal prostaglandin E1  |  NA","GP1BA",""
"SR 58611  |  amibegron","ADRB3",""
"C31G  |  NA","gag-pol | CD9",""
"AGI-1067  |  NA","VCAM1",""
"CEP-1347  |  NA","MAPK12",""
"AZD 3355  |  NA","TP53",""
"TBC-3711  |  NA","EDN1",""
"IDN-6556  |  emricasan","CASP1 | CASP3 | CASP7",""
"SCIO-469  |  NA","TNF | MAPK14 | IL1B | MT-CO2",""
"T-1249  |  NA","SERPINA5",""
"ERA-923  |  NA","",""
"OSI-461  |  NA","PDE5A",""
"GW 468816  |  NA","GLRA1",""
"GW 597599  |  NA","TACR1",""
"ADX-10061  |  NA","CALY",""
"gallium maltolate  |  NA","RRM1",""
"CP-122721  |  NA","TACR1",""
"OPC-14523  |  PRS-013","SLC6A4",""
"ORG-34517  |  NA","NR3C1",""
"CI-1033  |  NA","EGFR","EGFR signaling | EGFR signaling | chromain  histone acetylation | EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling"
"motexafin gadolinium  |  NA","TXNRD1 | RRM2 | TXNRD2",""
"CAT-213  |  NA","CCL11",""
"MLN-977  |  PEP-03","ALOX5",""
"DAS-431 IV  |  NA","CALY",""
"ABT-510  |  NA","VEGFA | CXCL8 | FGF2 | HGF",""
"TNX-355  |  NA","FFAR4",""
"Etiprednol dicloacetate  |  NA","IL1B",""
"ADL 10-0101  |  NA","OPRK1",""
"LJP 1082  |  NA","APOH",""
"AVI-4557  |  NA","HNF4A",""
"PX-12  |  1-methylpropyl 2-imidazolyl disulfide","TXNRD1",""
"FM-VP4  |  NA","ABCB1",""
"P54  |  NA","NFKB1 | NFKB2","other"
"PH-284  |  NA","AVPR1A | AVPR1B",""
"SR 121463  |  NA","AVPR1B",""
"OSI-7904L  |  NA","TYMS",""
"ABT-089  |  NA","CHRNA4 | CHRNB2",""
"Briakinumab  |  NA","IL12B | IL23A",""
"TLK-199  |  NA","GSTP1",""
"OPC-28326  |  NA","ADRA2C | HTR2B | ADRA2B",""
"ISS-1018  |  ISS 1018 CpG ODN","TLR9",""
"NOX-700  |  NA","NFKB1 | NFKB2","other"
"MLN-518  |  tandutinib","FLT3 | PDGFD","RTK signaling | RTK signaling | mitosis | RTK signaling | other | RTK signaling | RTK signaling"
"R673  |  NA","TACR1",""
"R667  |  NA","RARG",""
"R411  |  NA","ITGA4",""
"R450  |  NA","ADRA1A | ADRA1B | ADRA1D",""
"VX-702  |  NA","TNF | IL6 | MAPK14 | IL1B",""
"SGN-30  |  NA","NFKB1 | NFKB2","other"
"omega interferon  |  NA","IFNAR2 | IFNAR1",""
"SCV-07  |  NA","TLR7 | TLR2 | TLR9 | TLR4",""
"WX-UK1  |  NA","PLAUR",""
"Pradefovir Mesylate  |  NA","CYP3A4",""
"CZEN 002  |  NA","MC1R",""
"Recombinant alpha 1-antitrypsin  |  Recombinant alpha 1-antitrypsin","SERPINA1",""
"LE-SN38  |  Liposome entrapped 7-ethyl-10-hydroxycamptothecin | Liposome entrapped SN38","TOP1","DNA replication | DNA replication"
"PCL-016  |  NA","UBR4 | ZFY",""
"MDX-018  |  NA","CXCL8",""
"MLN-1202  |  NA","CCR2",""
"CC-8490  |  custirsen | OGX-011","ESR1 | NFKB1 | NFKB2","other"
"99mTc-ciprofloxacin  |  NA","gyrB | TOP2B",""
"ACA 125  |  NA","ABL","ABL signaling | ABL signaling | ABL signaling | ABL signaling | ABL signaling | ABL signaling"
"T131  |  INT-131","PPARG",""
"Epicept NP-1  |  NA","ADRA2A | ADRA2C | HTR2B | HRH1 | HTR2A | ADRA1A | HTR2C | ADRA2B | ADRA1B | ADRA1D | OPRM1 | OPRL1",""
"CP-4055  |  NA","DCK",""
"PG-530742  |  NA","MMP9",""
"AMD-070  |  NA","CCR5 | CXCR4",""
"NM-702  |  NA","TBXAS1",""
"ISIS 113715  |  NA","PTPN1",""
"VX-765  |  NA","CASP1 | IL1B",""
"PTI-901  |  NA","SIGMAR1",""
"LI-301  |  NA","HTR1A | OPRM1",""
"Huperzine-A  |  NA","ACHE",""
"CF-101  |  IB-MECA","ADORA3",""
"Telaprevir  |  (1S,3AR,6as)-(2S)-2-cyclohexyl-N-(pyrazinylcarbonyl)glycyl-3-methyl-L-valyl-N-((1S)-1-((cyclopropylamino)oxoacetyl)butyl)octahydrocyclopenta(c)pyrrole-1-carboxamide | Incivek | MP-424 | VX 950 | VX-950","NS3/4A",""
"Ramucirumab  |  NA","KDR","RTK signaling | RTK signaling"
"Farletuzumab  |  Fareletuzumab","FOLR1",""
"Sodium stibogluconate  |  Antimony (v) derivative OF sodium gluconate | Antimony sodium gluconate | Estibogluconato sodico | Myostibin | Natrii stibogluconas | Pentostam | Sodium stibogluconate | Stibanate | Stibanose | Stibatin | Stibinol | Stibogluconate de sodium | Trisodium 1-{[3-carboxylato-5-(1,2-dihydroxyethyl)-1-hydroxy-2,6,7-trioxa-1lambda(5)-stibabicyclo[2.2.1]hept-1-yl]oxy}-5-(1,2-dihydroxyethyl)-1-oxido-2,6,7-trioxa-1lambda(5)-stibabicyclo[2.2.1]heptane-3-carboxylate nonahydrate","TOP1","DNA replication | DNA replication"
"MGCD-0103  |  MGCD0103","HDAC1 | HDAC2 | HDAC3",""
"TD-5108  |  TD 5108","HTR4",""
"TZP-101  |  NA","GHSR",""
"SPL-7013  |  SPL7013","env",""
"faropenem medoxomil  |  Faropenem daloxate | SUN-208 | SUN-A0026","penA | ponA | ftsI",""
"NP-50301  |  NA","ESR1",""
"EP-2104R  |  EP 2104R","FGA",""
"Apremilast  |  Apremilast | Apremilast | Aprémilast | Apremilastum | N-{2-[(1S)-1-(3-Ethoxy-4-methoxyphenyl)-2-(methylsulfonyl)ethyl]-1,3-dioxo-2,3-dihydro-1H-isoindol-4-yl}acetamide","NOS3 | PDE4B | TNF | IFNG | IL2 | PDE4A | PDE4D",""
"Ustekinumab  |  CNTO-1275 | Ustekinumab","IL12B",""
"FX06  |  NA","CDH5",""
"BL-1020  |  NA","HTR2A | DRD2",""
"CRx-119  |  NA","SLC6A2 | SLC6A4",""
"SCH-530348  |  NA","F2R",""
"NBI-56418  |  NA","GNRHR",""
"GTS-21  |  3-(2,4-dimethoxybenzylidene)anabaseine | Dimethoxybenzylidene anabaseine | DMXB-A | DMXB-Anabaseine","CHRNA7",""
"AZD-9684  |  NA","CPB2",""
"LY-517717  |  PMD-3112","F10",""
"Genz-112638  |  NA","UGCG",""
"MIV-701  |  NA","CTSK",""
"CYT006-AngQb  |  NA","AGTR1 | AGTR2",""
"RPI-78M  |  NA","CHRNA10 | CHRNA2 | CHRNA4 | CHRNB2 | CHRNA7 | CHRNA9",""
"MAP-0004  |  NA","HTR2A | HTR1D | HTR1B",""
"CRx-139  |  NA","TNF | CRP | IL6 | IL10",""
"CHR-2797  |  NA","LTA4H | NPEPPS",""
"MPI-674  |  NA","CYP19A1",""
"AVE-1625  |  NA","CNR1",""
"ALKS 27  |  NA","CHRM3 | CHRM1 | CHRM5 | CHRM4 | CHRM2",""
"CYT007-TNFQb  |  NA","TNF",""
"IMC-A12  |  NA","IGF1R","IGFR signaling | IGFR signaling | IGFR signaling | IGFR signaling | IGFR signaling"
"MK-0974  |  NA","CALCA | CALCB",""
"ABT-263  |  NA","BCL2 | BCL2L2 | BAD",""
"ACP-104  |  NA","CHRM1 | DRD3 | DRD2",""
"HMPL-004  |  NA","TNF | IL6 | IL1B | NFKB1 | NFKB2","other"
"LLL-3348  |  NA","IL10",""
"Trastuzumab emtansine  |  Ado-trastuzumab | Ado-trastuzumab emtansine | T-DM1 | Trastuzumab emtansine | Trastuzumab-DM1 | Trastuzumab-MCC-DM1","ERBB2","EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling"
"IMC-11F8  |  NA","EGFR","EGFR signaling | EGFR signaling | chromain  histone acetylation | EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling"
"ART-123  |  NA","F5 | F2",""
"LGD-1550  |  NA","RARG | RARB | RARA | JUN",""
"MGI-114  |  NA","FUBP1",""
"LM-609  |  NA","ITGB3",""
"SR 140333  |  NA","TACR1",""
"SR 31747  |  NA","SIGMAR1",""
"PRO-542  |  NA","FFAR4",""
"SLV 306  |  NA","MME",""
"TNX-901  |  NA","FCER1A",""
"GEM-231  |  NA","PRKAR2A | PRKAR1A",""
"GTI 2040  |  NA","RRM2",""
"MLN-02  |  NA","ITGA4 | ITGB7",""
"BNP 1350  |  Karenitecin","TOP1","DNA replication | DNA replication"
"Abiraterone  |  (3beta)-17-(Pyridin-3-yl)androsta-5,16-dien-3-ol | 17-(3-Pyridyl)androsta-5,16-dien-3beta-ol","CYP17A1",""
"GPI-1485  |  NA","FKBP1A",""
"intranasal apomorphine  |  NA","DRD1 | DRD2",""
"NCX 4016  |  NA","PTGS1",""
"CNS-5161  |  NA","GRIN1",""
"Parathyroid hormone  |  hPTH | hPTH(1-84) | Parathormone | Parathormone (human recombinant) | Parathyrin | Parathyroid hormone | parathyroid hormone (1-84) human recombinant | Preotact | PTH | PTH(1-84) | rhPTH | rhPTH(1-84) | rPTH | rPTH(1-84)","PTH1R | PTH2R",""
"ING-1  |  NA","EPCAM",""
"OPC-51803  |  NA","AVPR2",""
"Mito-4509  |  NA","APP",""
"humanized SMART Anti-IL-12 Antibody  |  NA","IL12B",""
"NCX 950  |  NA","ADRB2",""
"CLX-0921  |  NA","PPARG",""
"Rivanicline  |  (3E)-N-methyl-4-(pyridin-3-yl)but-3-en-1-amine | (E)-metanicotine | (E)-N-Methyl-4-(3-pyridinyl)-3-butene-1-amine | N-methyl-4-(3-pyridinyl)-(3E)-3-buten-1-amine | trans-metanicotine","CHRNB2 | CXCL8",""
"PPI-2458  |  NA","METAP2",""
"99mTc-14 F7 Mab  |  NA","ST3GAL5",""
"BILN 2061  |  NA","",""
"CTI-01  |  NA","TNF | HMGB1",""
"UC-781  |  NA","gag-pol",""
"PDE4  |  NA","PDE4A",""
"AME-527  |  NA","TNF",""
"CHF 4227  |  NA","ESR1 | ESR2",""
"ABX-PTH  |  NA","PTH",""
"MEM 1414  |  NA","PDE4",""
"VEGF-AS  |  NA","VEGFA",""
"RI 624  |  NA","NGF",""
"HGS-TR2J  |  NA","TNFRSF10B",""
"rhIGFBP-3  |  NA","IGF1R","IGFR signaling | IGFR signaling | IGFR signaling | IGFR signaling | IGFR signaling"
"INSM-18  |  NA","EGFR | IGF1R","EGFR signaling | EGFR signaling | chromain  histone acetylation | EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling | IGFR signaling | IGFR signaling | IGFR signaling | IGFR signaling | IGFR signaling"
"TD-2749  |  NA","HTR4",""
"OSI-930  |  NA","FLT1 | KIT","RTK signaling"
"MYO-029  |  NA","MSTN",""
"CT-011  |  NA","PDCD1",""
"RTA 744  |  NA","TOP2A",""
"CRA-024781  |  NA","HDAC1",""
"SB-559448  |  NA","MPL",""
"Cariprazine  |  trans-N-{4-[2-[4-(2,3-dichlorophenyl)piperazine-1-yl]ethyl]cyclohexyl}-N’,N’-dimethylurea hydrochloride","HTR1A | HTR2B | HRH1 | HTR2A | DRD3 | DRD2",""
"ITMN-191  |  NA","",""
"PA-1050040  |  NA","gag",""
"ZEN-012  |  NA","TUBB1 | TUBB | TOP2A | TUBB4A | TUBB3 | TOP2B",""
"XTL-6865  |  NA","",""
"ADX-48621  |  NA","GRM5",""
"AZD-8330  |  NA","MAP3K1",""
"XOMA 052  |  NA","IL1B",""
"KAI-1455  |  NA","PRKCE",""
"XMT-1001  |  NA","TOP1","DNA replication | DNA replication"
"SNX-5422  |  NA","HSP90AA1 | HSP90AB1",""
"CTS-21166  |  NA","BACE1",""
"Lumateperone  |  NA","HTR2A | DRD2",""
"ABT-869  |  NA","FLT4 | FLT1 | FLT3 | KDR | KIT | CSF1R","RTK signaling | other"
"ICA-105665  |  NA","KCNQ1 | KCNQ2 | KCNQ3 | KCNQ4 | KCNQ5",""
"Bradanicline  |  NA","CHRNA7",""
"OGX-427  |  NA","HSPB1",""
"NXN-188  |  NA","NOS1 | HTR1D | HTR1B",""
"GSK-923295  |  NA","CENPE",""
"PRLX 93936  |  NA","VDAC2 | VDAC3",""
"IMC-1C11  |  NA","FLT4 | FLT1 | KDR","RTK signaling | other"
"VX-148  |  NA","IMPDH2 | IMPDH1",""
"KRP-104  |  NA","DPP4",""
"Sertindole  |  1-[2-[4-[5-chloro-1-(4-Fluorophenyl)-indol-3-yl]-1-piperidyl]ethyl]imidazolidin-2-one | Serdolect | SerLect | Sertindol | Sertindole | Sertindolum","KCNH2 | HTR2A | ADRA1A | HTR2C | ADRA1B | ADRA1D | DRD2 | HTR6",""
"Sulfathiazole  |  2-(P-Aminobenzenesulfonamido)thiazole | 2-(P-Aminobenzenesulphonamido)thiazole | 2-(Sulfanilylamino)thiazole | 2-Sulfanilamidothiazol | 2-Sulfanilamidothiazole | 2-Sulfonamidothiazole | 4-Amino-N-2-thiazolylbenzenesulfonamide | N(1)-2-Thiazolylsulfanilamide | N1-2-Thiazolylsulfanilamide | Sulfanilamidothiazole | Sulfathiazol | Sulfathiazolum | Sulfatiazol | Sulphathiazole","",""
"Mianserin  |  1,2,3,4,10,14b-Hexahydro-2-methyldibenzo(c,F)pyrazino(1,2-a)azepine | Mianserina | Mianserine | Mianserinum | Mianseryna","HRH4 | ADRA2A | HTR1A | ADRA2C | HTR2B | HRH1 | HTR2A | HTR1F | SLC6A2 | HTR2C | ADRA2B | DRD3 | OPRK1 | SLC6A3 | HTR7 | SLC6A4 | DRD2 | HTR6 | ADRA1A | ADRA1B | ADRA1D | DRD1 | DRD5",""
"Acetylcysteine  |  (2R)-2-acetylamino-3-Sulfanylpropanoic acid | (R)-2-acetylamino-3-Mercaptopropanoic acid | (R)-Mercapturic acid | Acetilcisteina | Acetylcysteine | Acetylcysteinum | L-Acetylcysteine | L-alpha-acetamido-beta-Mercaptopropionic acid | Mercapturic acid | N-Acetyl-L-(+)-cysteine | N-ACETYL-L-cysteine | N-acetylcysteine","SLC7A11 | GSS | GRIN1 | GRIN2D | GRIN2B | ACY1 | GRIN3A | GRIN2A | IKBKB | CHUK","other"
"Rimonabant  |  NA","CNR1",""
"Canakinumab  |  ACZ-885 | ACZ885","IL1B",""
"Romidepsin  |  chromodax | istodax","HDAC1 | HDAC2 | HDAC6 | HDAC4","chromain  histone acetylation | chromain  histone acetylation"
"Ipilimumab  |  MDX-010 | MDX-101 | MDX-CTLA-4 | MOAB-CTLA-4","CTLA4",""
"Solabegron  |  NA","ADRB3",""
"Icatibant  |  HOE 140 ","ANPEP | BDKRB2",""
"Rufinamide  |  Banzel | RUF 331 | Xilep ","SCN9A | GRM5",""
"Alogliptin  |  Alogliptina | Alogliptine | Alogliptinum | SYR-322","DPP4",""
"Tapentadol  |  BN-200 | CG-5503 | Nucynta | Tapentadol","HTR3A | OPRD1 | SLC6A2 | OPRK1 | SLC6A4 | OPRM1",""
"Hyaluronidase (Human Recombinant)  |  Hyaluronidase recombinant human | Recombinant human hyaluronidase","TGFB1",""
"Silodosin  |  KAD 3213 | KMD 3213  | Rapaflo | Urief","ADRA1A | ADRA1B | ADRA1D",""
"Prasugrel  |  Effient | Prasugrel","P2RY12",""
"Eltrombopag  |  Eltrombopag | Eltrombopagum | Promacta","MPL",""
"Doripenem  |  NA","mrcB | mrcA | mrdA | pbpB | pbp4",""
"Tolvaptan  |  Samsca","AVPR1A | AVPR2",""
"Regadenoson  |  Regadenoson anhydrous","ADORA2A",""
"Asenapine  |  Saphris","DRD1 | HRH2 | ADRB1 | ADRA2A | HTR1A | ADRA2C | DRD4 | HTR2B | HRH1 | HTR2A | ADRA1A | HTR2C | ADRA2B | DRD3 | HTR7 | ADRB2 | DRD2 | HTR1B | HTR6 | HTR5A",""
"Lacosamide  |  Erlosamide | Harkoseride | SPM 927 | Vimpat","SCN10A | SCN9A | SCN3A",""
"Rivaroxaban  |  BAY 59-7939 | BAY59-7939 | Xarelto","F10",""
"Avanafil  |  (S)-4-(3-Chloro-4-methoxybenzylamino)-2-(2-hydroxymethylpyrrolidin-1-yl)-N-pyrimidin-2-ylmethyl-5-pyrimidinecarboxamide | Stendra | TA-1790","PDE5A",""
"Eflornithine  |  (RS)-2,5-diamino-2-(difluoromethyl)pentanoic acid | DFMO | α-difluoromethylornithine","ODC1",""
"Droxidopa  |  DOPS | L-Dihydroxyphenylserine | L-DOPS | L-threo-dihydroxyphenylserine","ADRB1 | ADRA2A | ADRA2C | ADRA1A | ADRA2B | ADRA1B | ADRB2 | ADRA1D | PAH | ADRB3",""
"Udenafil  |  DA-8159 | Udenafil","PDE5A",""
"Sitaxentan  |  Sitaxsentan","EDNRB | EDNRA",""
"Sulodexide  |  NA","SERPINC1 | SERPIND1",""
"Tocilizumab  |  Atlizumab | MRA | RoActemra®","IL6R",""
"Alvimopan  |  Alvimopan anhydrous | Anhydrous alvimopan","OPRD1 | OPRK1 | OPRM1",""
"Levocetirizine  |  2-(2-{4-[(R)-(4-chlorophenyl)(phenyl)methyl]piperazin-1-yl}ethoxy)acetic acid","HRH1",""
"Teriparatide  |  Teriparatide recombinant human","PTH1R",""
"Temsirolimus  |  42-[3-Hydroxy-2-(hydroxymethyl)-2-methylpropanoate]rapamycin | Torisel","MTOR","other"
"Amisulpride  |  4-Amino-N-((1-ethyl-2-pyrrolidinyl)methyl)-5-(ethylsulfonyl)-2-methoxybenzamide | 4-Amino-N-((1-ethyl-2-pyrrolidinyl)methyl)-5-(ethylsulfonyl)-O-anisamide | Aminosultopride | Amisulprida | Amisulpridum","HTR2A | DRD3 | HTR7 | DRD2",""
"Simeprevir  |  NA","",""
"Dapagliflozin  |  (2S,3R,4R,5S,6R)-2-(4-Chloro-3-(4-ethoxybenzyl)phenyl)-6- (hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol","SLC5A2",""
